participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true,band
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCH.18.10,90,74.272,Band 75
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCK.4.3,50,74.789,Band 75
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCH.28.18,60,76.335,Band 75
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,PLCE.2.1,90,97.835,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,PLCV.2.1,90,98.698,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,PLCT.2.1,60,98.943,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,PUCA.2.1,90,97.686,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,PUCT.2.1,90,98.293,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,PUCK.2.1,90,98.657,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CLCi.4.3,90,97.38,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CLCU.3.2,85,97.468,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CLCE.2.1,95,99.088,Band 99
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCH.10.5,85,80.218,Band 75
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCW.8.7,50,85.151,Band 75
56,HW Expert,US,US HW Expert,65,Yes,Handwriting,200,80,100,CUCC.3.2,60,94.484,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCW.6.5,5,1.571,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCY.6.A,60,1.971,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCZ.3.2,10,2.1,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCX.4.b,30,1.096,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCC.8.7,25,1.104,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCF.8.7,50,1.132,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCO.6.c,10,1.376,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCG.6.a,35,1.386,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCi.8.d,30,1.595,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCA.1.1,50,1.051,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCA.6.5,20,1.053,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCZ.5.a,40,1.053,Band 01
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCG.7.b,50,23.57,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCG.5.4,90,26.36,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCA.3.2,35,26.686,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCY.3.2,35,24.6,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCC.2.1,25,24.91,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCG.2.1,70,26.72,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCO.4.a,80,25.459,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCJ.3.2,50,26.127,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCJ.6.5,65,26.127,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCT.15.14,35,24.805,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCB.2.1,35,25.995,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCG.1.2,40,26.123,Band 25
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCM.6.5,60,48.005,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCD.7.6,85,49.275,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCY.3.2,85,51.38,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCN.6.5,80,49.814,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCB.6.5,45,50.613,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCQ.2.1,25,50.677,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCW.9.8,70,50.46,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCI.5.8,25,50.797,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCF.6.5,90,50.928,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.2.1,70,49.272,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCO.2.1,55,49.533,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCJ.9.8,85,51.663,Band 50
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCN.4.3,75,76.011,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCD.9.8,45,76.285,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCA.2.1,75,79.627,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCG.4.3,75,71.324,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCJ.3.2,70,71.902,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCI.13.2,60,78.272,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCR.2.1,75,76.014,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCF.2.1,80,79.814,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCM.3.2,70,77.892,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.18.10,85,74.272,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCK.4.3,50,74.789,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.28.18,95,76.335,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCE.2.1,85,97.835,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCV.2.1,95,98.698,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PLCT.2.1,85,98.943,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCA.2.1,80,97.686,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCT.2.1,70,98.293,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,PUCK.2.1,95,98.657,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCi.4.3,75,97.38,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCU.3.2,75,97.468,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CLCE.2.1,85,99.088,Band 99
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCH.10.5,85,80.218,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCW.8.7,90,85.151,Band 75
58,Novice,Non-US,Non-US Novice,36,Yes,Other (please specify),0,35,0,CUCC.3.2,65,94.484,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCW.6.5,10,1.571,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCY.6.A,40,1.971,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCZ.3.2,30,2.1,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCX.4.b,50,1.096,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCC.8.7,40,1.104,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCF.8.7,40,1.132,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCO.6.c,10,1.376,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCG.6.a,30,1.386,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCi.8.d,10,1.595,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCA.1.1,30,1.051,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCA.6.5,20,1.053,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCZ.5.a,20,1.053,Band 01
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCG.7.b,70,23.57,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCG.5.4,60,26.36,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCA.3.2,90,26.686,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCY.3.2,70,24.6,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCC.2.1,20,24.91,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCG.2.1,50,26.72,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCO.4.a,70,25.459,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCJ.3.2,80,26.127,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCJ.6.5,50,26.127,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCT.15.14,50,24.805,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCB.2.1,20,25.995,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCG.1.2,60,26.123,Band 25
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCM.6.5,70,48.005,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCD.7.6,90,49.275,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCY.3.2,90,51.38,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCN.6.5,70,49.814,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCB.6.5,10,50.613,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCQ.2.1,60,50.677,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCW.9.8,90,50.46,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCI.5.8,40,50.797,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCF.6.5,40,50.928,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.2.1,70,49.272,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCO.2.1,50,49.533,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCJ.9.8,40,51.663,Band 50
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCN.4.3,80,76.011,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCD.9.8,70,76.285,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCA.2.1,90,79.627,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCG.4.3,70,71.324,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCJ.3.2,80,71.902,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCI.13.2,30,78.272,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCR.2.1,30,76.014,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCF.2.1,40,79.814,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCM.3.2,80,77.892,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.18.10,40,74.272,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCK.4.3,70,74.789,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.28.18,70,76.335,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCE.2.1,80,97.835,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCV.2.1,90,98.698,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PLCT.2.1,100,98.943,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCA.2.1,90,97.686,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCT.2.1,70,98.293,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,PUCK.2.1,80,98.657,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCi.4.3,70,97.38,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCU.3.2,80,97.468,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CLCE.2.1,70,99.088,Band 99
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCH.10.5,40,80.218,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCW.8.7,80,85.151,Band 75
59,Novice,Non-US,Non-US Novice,20,No,NA,0,70,50,CUCC.3.2,20,94.484,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCW.6.5,50,1.571,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCY.6.A,50,1.971,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCZ.3.2,50,2.1,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCX.4.b,50,1.096,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCC.8.7,50,1.104,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCF.8.7,50,1.132,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCO.6.c,50,1.376,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCG.6.a,50,1.386,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCi.8.d,50,1.595,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCA.1.1,50,1.051,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCA.6.5,50,1.053,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCZ.5.a,50,1.053,Band 01
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCG.7.b,50,23.57,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCG.5.4,50,26.36,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCA.3.2,50,26.686,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCY.3.2,50,24.6,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCC.2.1,50,24.91,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCG.2.1,50,26.72,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCO.4.a,50,25.459,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCJ.3.2,50,26.127,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCJ.6.5,50,26.127,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCT.15.14,50,24.805,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCB.2.1,50,25.995,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCG.1.2,50,26.123,Band 25
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCM.6.5,50,48.005,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCD.7.6,50,49.275,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCY.3.2,50,51.38,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCN.6.5,50,49.814,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCB.6.5,50,50.613,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCQ.2.1,50,50.677,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCW.9.8,50,50.46,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCI.5.8,50,50.797,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCF.6.5,50,50.928,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.2.1,50,49.272,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCO.2.1,50,49.533,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCJ.9.8,50,51.663,Band 50
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCN.4.3,50,76.011,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCD.9.8,50,76.285,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCA.2.1,50,79.627,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCG.4.3,50,71.324,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCJ.3.2,50,71.902,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCI.13.2,50,78.272,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCR.2.1,50,76.014,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCF.2.1,50,79.814,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCM.3.2,50,77.892,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.18.10,50,74.272,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCK.4.3,50,74.789,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.28.18,50,76.335,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCE.2.1,50,97.835,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCV.2.1,50,98.698,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PLCT.2.1,50,98.943,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCA.2.1,50,97.686,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCT.2.1,50,98.293,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,PUCK.2.1,50,98.657,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCi.4.3,50,97.38,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCU.3.2,50,97.468,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CLCE.2.1,50,99.088,Band 99
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCH.10.5,50,80.218,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCW.8.7,50,85.151,Band 75
63,HW Expert,Non-US,Non-US HW Expert,60,Yes,Questioned documents,215,0,0,CUCC.3.2,50,94.484,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCW.6.5,35,1.571,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCY.6.A,40,1.971,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCZ.3.2,10,2.1,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCX.4.b,1,1.096,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCC.8.7,70,1.104,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCF.8.7,50,1.132,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCO.6.c,5,1.376,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCG.6.a,50,1.386,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCi.8.d,5,1.595,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCA.1.1,20,1.051,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCA.6.5,45,1.053,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCZ.5.a,40,1.053,Band 01
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCG.7.b,50,23.57,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCG.5.4,90,26.36,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCA.3.2,40,26.686,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCY.3.2,70,24.6,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCC.2.1,45,24.91,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCG.2.1,30,26.72,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCO.4.a,50,25.459,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCJ.3.2,20,26.127,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCJ.6.5,5,26.127,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCT.15.14,5,24.805,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCB.2.1,45,25.995,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCG.1.2,50,26.123,Band 25
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCM.6.5,75,48.005,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCD.7.6,50,49.275,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCY.3.2,99,51.38,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCN.6.5,45,49.814,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCB.6.5,65,50.613,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCQ.2.1,30,50.677,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCW.9.8,70,50.46,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCI.5.8,30,50.797,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCF.6.5,45,50.928,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.2.1,30,49.272,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCO.2.1,20,49.533,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCJ.9.8,70,51.663,Band 50
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCN.4.3,90,76.011,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCD.9.8,50,76.285,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCA.2.1,52,79.627,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCG.4.3,40,71.324,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCJ.3.2,50,71.902,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCI.13.2,25,78.272,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCR.2.1,50,76.014,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCF.2.1,30,79.814,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCM.3.2,45,77.892,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.18.10,65,74.272,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCK.4.3,90,74.789,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.28.18,75,76.335,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCE.2.1,99,97.835,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCV.2.1,99,98.698,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,PLCT.2.1,30,98.943,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCA.2.1,99,97.686,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCT.2.1,80,98.293,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,PUCK.2.1,99,98.657,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCi.4.3,50,97.38,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCU.3.2,50,97.468,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,CLCE.2.1,50,99.088,Band 99
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCH.10.5,50,80.218,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCW.8.7,60,85.151,Band 75
65,Novice,US,US Novice,46,No,NA,0,50,30,CUCC.3.2,50,94.484,Band 99
