participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true,band
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCY.6.A,35,1.971,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCZ.3.2,10,2.1,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCX.4.b,20,1.096,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCC.8.7,80,1.104,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCF.8.7,30,1.132,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCO.6.c,3,1.376,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCG.6.a,20,1.386,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCi.8.d,10,1.595,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCA.1.1,80,1.051,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCA.6.5,5,1.053,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCZ.5.a,25,1.053,Band 01
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCG.7.b,80,23.57,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCG.5.4,85,26.36,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCA.3.2,60,26.686,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCY.3.2,40,24.6,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCC.2.1,20,24.91,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCG.2.1,70,26.72,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCO.4.a,30,25.459,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCJ.3.2,90,26.127,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCJ.6.5,30,26.127,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCT.15.14,35,24.805,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCB.2.1,35,25.995,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCG.1.2,90,26.123,Band 25
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCM.6.5,40,48.005,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCD.7.6,90,49.275,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCY.3.2,95,51.38,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCN.6.5,78,49.814,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCB.6.5,4,50.613,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCQ.2.1,20,50.677,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCW.9.8,90,50.46,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCI.5.8,5,50.797,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCF.6.5,60,50.928,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCH.2.1,60,49.272,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCO.2.1,28,49.533,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCJ.9.8,45,51.663,Band 50
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCN.4.3,30,76.011,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCD.9.8,45,76.285,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCA.2.1,90,79.627,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCG.4.3,50,71.324,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCJ.3.2,78,71.902,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCI.13.2,40,78.272,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCR.2.1,60,76.014,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCF.2.1,55,79.814,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCM.3.2,60,77.892,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCH.18.10,75,74.272,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCK.4.3,45,74.789,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCH.28.18,50,76.335,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCE.2.1,80,97.835,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCV.2.1,98,98.698,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PLCT.2.1,75,98.943,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCA.2.1,85,97.686,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCT.2.1,80,98.293,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,PUCK.2.1,70,98.657,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCi.4.3,80,97.38,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCU.3.2,60,97.468,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CLCE.2.1,89,99.088,Band 99
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCH.10.5,70,80.218,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCW.8.7,80,85.151,Band 75
18,Novice,Non-US,Non-US Novice,38,No,NA,0,10,0,CUCC.3.2,89,94.484,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCW.6.5,6,1.571,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCY.6.A,16,1.971,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCZ.3.2,0.1,2.1,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCX.4.b,26,1.096,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCC.8.7,2,1.104,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCF.8.7,35,1.132,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCO.6.c,16,1.376,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCG.6.a,24,1.386,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCi.8.d,0.1,1.595,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCA.1.1,25,1.051,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCA.6.5,5,1.053,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCZ.5.a,1,1.053,Band 01
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCG.7.b,65,23.57,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCG.5.4,65,26.36,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCA.3.2,51,26.686,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCY.3.2,18,24.6,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCC.2.1,1,24.91,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCG.2.1,24,26.72,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCO.4.a,23,25.459,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCJ.3.2,25,26.127,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCJ.6.5,26,26.127,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCT.15.14,20,24.805,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCB.2.1,23,25.995,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCG.1.2,4,26.123,Band 25
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCM.6.5,62,48.005,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCD.7.6,23,49.275,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCY.3.2,89,51.38,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCN.6.5,5,49.814,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCB.6.5,8,50.613,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCQ.2.1,8,50.677,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCW.9.8,23,50.46,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCI.5.8,6,50.797,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCF.6.5,56,50.928,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCH.2.1,17,49.272,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCO.2.1,54,49.533,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCJ.9.8,26,51.663,Band 50
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCN.4.3,31,76.011,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCD.9.8,84,76.285,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCA.2.1,43,79.627,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCG.4.3,87,71.324,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCJ.3.2,98,71.902,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCI.13.2,87,78.272,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCR.2.1,79,76.014,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCF.2.1,94,79.814,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCM.3.2,47,77.892,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCH.18.10,63,74.272,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCK.4.3,35,74.789,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCH.28.18,86,76.335,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCE.2.1,85,97.835,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCV.2.1,36,98.698,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PLCT.2.1,20,98.943,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCA.2.1,87,97.686,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCT.2.1,92,98.293,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,PUCK.2.1,76,98.657,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCi.4.3,86,97.38,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCU.3.2,63,97.468,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CLCE.2.1,93,99.088,Band 99
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCH.10.5,68,80.218,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCW.8.7,99,85.151,Band 75
19,Novice,Non-US,Non-US Novice,39,No,NA,0,2,0,CUCC.3.2,20,94.484,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCW.6.5,15,1.571,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCY.6.A,60,1.971,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCZ.3.2,10,2.1,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCX.4.b,65,1.096,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCC.8.7,35,1.104,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCF.8.7,50,1.132,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCO.6.c,35,1.376,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCG.6.a,50,1.386,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCi.8.d,20,1.595,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCA.1.1,10,1.051,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCA.6.5,35,1.053,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCZ.5.a,15,1.053,Band 01
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCG.7.b,60,23.57,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCG.5.4,65,26.36,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCA.3.2,65,26.686,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCY.3.2,35,24.6,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCC.2.1,35,24.91,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCG.2.1,50,26.72,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCO.4.a,40,25.459,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCJ.3.2,99,26.127,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCJ.6.5,55,26.127,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCT.15.14,80,24.805,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCB.2.1,60,25.995,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCG.1.2,50,26.123,Band 25
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCM.6.5,55,48.005,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCD.7.6,70,49.275,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCY.3.2,90,51.38,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCN.6.5,70,49.814,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCB.6.5,35,50.613,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCQ.2.1,75,50.677,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCW.9.8,65,50.46,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCI.5.8,30,50.797,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCF.6.5,65,50.928,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCH.2.1,65,49.272,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCO.2.1,65,49.533,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCJ.9.8,50,51.663,Band 50
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCN.4.3,60,76.011,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCD.9.8,50,76.285,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCA.2.1,60,79.627,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCG.4.3,65,71.324,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCJ.3.2,90,71.902,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCI.13.2,85,78.272,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCR.2.1,50,76.014,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCF.2.1,50,79.814,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCM.3.2,50,77.892,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCH.18.10,95,74.272,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCK.4.3,85,74.789,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCH.28.18,85,76.335,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCE.2.1,99,97.835,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCV.2.1,99,98.698,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PLCT.2.1,99,98.943,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCA.2.1,90,97.686,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCT.2.1,95,98.293,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,PUCK.2.1,90,98.657,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCi.4.3,75,97.38,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCU.3.2,85,97.468,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CLCE.2.1,99,99.088,Band 99
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCH.10.5,90,80.218,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCW.8.7,75,85.151,Band 75
20,HW Expert,Non-US,Non-US HW Expert,32,Yes,Questioned documents,50,55,55,CUCC.3.2,90,94.484,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCW.6.5,32,1.571,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCY.6.A,27,1.971,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCZ.3.2,5,2.1,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCX.4.b,29,1.096,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCC.8.7,39,1.104,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCF.8.7,36,1.132,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCO.6.c,14,1.376,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCG.6.a,40,1.386,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCi.8.d,7,1.595,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCA.1.1,4,1.051,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCA.6.5,27,1.053,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCZ.5.a,9,1.053,Band 01
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCG.7.b,87,23.57,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCG.5.4,16,26.36,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCA.3.2,26,26.686,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCY.3.2,43,24.6,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCC.2.1,9,24.91,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCG.2.1,45,26.72,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCO.4.a,48,25.459,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCJ.3.2,48,26.127,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCJ.6.5,52,26.127,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCT.15.14,84,24.805,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCB.2.1,22,25.995,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCG.1.2,41,26.123,Band 25
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCM.6.5,45,48.005,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCD.7.6,81,49.275,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCY.3.2,65,51.38,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCN.6.5,68,49.814,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCB.6.5,85,50.613,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCQ.2.1,43,50.677,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCW.9.8,54,50.46,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCI.5.8,24,50.797,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCF.6.5,86,50.928,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCH.2.1,62,49.272,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCO.2.1,32,49.533,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCJ.9.8,36,51.663,Band 50
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCN.4.3,87,76.011,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCD.9.8,46,76.285,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCA.2.1,59,79.627,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCG.4.3,55,71.324,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCJ.3.2,58,71.902,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCI.13.2,70,78.272,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCR.2.1,35,76.014,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCF.2.1,18,79.814,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCM.3.2,38,77.892,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCH.18.10,94,74.272,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCK.4.3,31,74.789,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCH.28.18,91,76.335,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCE.2.1,98,97.835,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCV.2.1,96,98.698,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PLCT.2.1,97,98.943,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCA.2.1,98,97.686,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCT.2.1,88,98.293,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,PUCK.2.1,87,98.657,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCi.4.3,68,97.38,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCU.3.2,80,97.468,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CLCE.2.1,82,99.088,Band 99
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCH.10.5,92,80.218,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCW.8.7,76,85.151,Band 75
21,Novice,Non-US,Non-US Novice,27,Yes,Other (please specify),0,30,5,CUCC.3.2,74,94.484,Band 99
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,PLCW.6.5,5,1.571,Band 01
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,PLCY.6.A,50,1.971,Band 01
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,PLCZ.3.2,20,2.1,Band 01
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,PUCX.4.b,5,1.096,Band 01
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,PUCC.8.7,40,1.104,Band 01
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,PUCF.8.7,70,1.13200000000001,Band 01
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,CLCO.6.c,15,1.376,Band 01
22,Novice,Non-US,Non-US Novice,35,Yes,Firearms examination,0,5,5,CLCG.6.a,40,1.386,Band 01
