participant,handwriting_expert,us,condition,age,forensic_scientist,forensic_specialty,handwriting_reports,confidence,familiarity,feature,est,true
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCG.7.b,85,23.57
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCG.5.4,35,26.36
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCA.3.2,45,26.686
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCY.3.2,50,24.6
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCC.2.1,65,24.91
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCG.2.1,35,26.72
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCO.4.a,35,25.459
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCJ.3.2,45,26.127
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCJ.6.5,45,26.127
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCT.15.14,79,24.805
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCB.2.1,44,25.995
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCG.1.2,80,26.123
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCM.6.5,49,48.005
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCD.7.6,45,49.275
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCY.3.2,45,51.38
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCN.6.5,55,49.814
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCB.6.5,95,50.613
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCQ.2.1,40,50.677
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCW.9.8,70,50.46
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCI.5.8,20,50.797
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCF.6.5,55,50.928
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.2.1,25,49.272
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCO.2.1,51,49.533
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCJ.9.8,60,51.663
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCN.4.3,70,76.011
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCD.9.8,70,76.285
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCA.2.1,70,79.627
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCG.4.3,85,71.324
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCJ.3.2,40,71.902
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCI.13.2,65,78.272
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCR.2.1,49,76.014
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCF.2.1,52,79.814
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCM.3.2,40,77.892
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.18.10,90,74.272
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCK.4.3,85,74.789
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.28.18,85,76.335
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCE.2.1,85,97.835
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCV.2.1,99,98.698
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PLCT.2.1,90,98.943
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCA.2.1,99,97.686
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCT.2.1,40,98.293
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,PUCK.2.1,99,98.657
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCi.4.3,65,97.38
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCU.3.2,40,97.468
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CLCE.2.1,75,99.088
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCH.10.5,70,80.218
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCW.8.7,68,85.151
112,HW Expert,US,US HW Expert,46,Yes,Questioned documents,15,55,70,CUCC.3.2,60,94.484
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCW.6.5,10,1.571
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCY.6.A,15,1.971
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCZ.3.2,15,2.1
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCX.4.b,15,1.096
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCC.8.7,35,1.104
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCF.8.7,30,1.132
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCO.6.c,15,1.376
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCG.6.a,25,1.386
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCi.8.d,5,1.595
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCA.1.1,25,1.051
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCA.6.5,15,1.053
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCZ.5.a,40,1.053
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCG.7.b,85,23.57
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCG.5.4,80,26.36
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCA.3.2,60,26.686
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCY.3.2,70,24.6
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCC.2.1,20,24.91
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCG.2.1,40,26.72
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCO.4.a,35,25.459
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCJ.3.2,40,26.127
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCJ.6.5,70,26.127
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCT.15.14,40,24.805
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCB.2.1,10,25.995
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCG.1.2,50,26.123
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCM.6.5,35,48.005
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCD.7.6,60,49.275
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCY.3.2,40,51.38
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCN.6.5,35,49.814
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCB.6.5,10,50.613
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCQ.2.1,50,50.677
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCW.9.8,75,50.46
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCI.5.8,30,50.797
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCF.6.5,35,50.928
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCH.2.1,50,49.272
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCO.2.1,50,49.533
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCJ.9.8,25,51.663
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCN.4.3,50,76.011
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCD.9.8,50,76.285
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCA.2.1,30,79.627
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCG.4.3,70,71.324
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCJ.3.2,70,71.902
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCI.13.2,60,78.272
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCR.2.1,80,76.014
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCF.2.1,60,79.814
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCM.3.2,75,77.892
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCH.18.10,70,74.272
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCK.4.3,40,74.789
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCH.28.18,85,76.335
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCE.2.1,50,97.835
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCV.2.1,90,98.698
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PLCT.2.1,90,98.943
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCA.2.1,40,97.686
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCT.2.1,80,98.293
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,PUCK.2.1,50,98.657
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCi.4.3,85,97.38
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCU.3.2,50,97.468
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CLCE.2.1,50,99.088
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCH.10.5,80,80.218
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCW.8.7,60,85.151
114,Novice,Non-US,Non-US Novice,41,Yes,Other (please specify),0,0,15,CUCC.3.2,70,94.484
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCW.6.5,5,1.571
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCY.6.A,20,1.971
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCZ.3.2,20,2.1
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCX.4.b,80,1.096
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCC.8.7,50,1.104
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCF.8.7,50,1.132
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCO.6.c,20,1.376
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCG.6.a,10,1.386
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCi.8.d,5,1.595
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCA.1.1,20,1.051
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCA.6.5,10,1.053
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCZ.5.a,50,1.053
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCG.7.b,90,23.57
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCG.5.4,50,26.36
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCA.3.2,90,26.686
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCY.3.2,40,24.6
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCC.2.1,20,24.91
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCG.2.1,30,26.72
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCO.4.a,50,25.459
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCJ.3.2,80,26.127
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCJ.6.5,50,26.127
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCT.15.14,70,24.805
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCB.2.1,70,25.995
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCG.1.2,90,26.123
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCM.6.5,90,48.005
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCD.7.6,90,49.275
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCY.3.2,90,51.38
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCN.6.5,30,49.814
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCB.6.5,80,50.613
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCQ.2.1,95,50.677
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCW.9.8,90,50.46
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCI.5.8,80,50.797
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCF.6.5,5,50.928
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCH.2.1,90,49.272
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCO.2.1,80,49.533
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCJ.9.8,80,51.663
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCN.4.3,90,76.011
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCD.9.8,50,76.285
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCA.2.1,20,79.627
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCG.4.3,50,71.324
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCJ.3.2,100,71.902
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCI.13.2,80,78.272
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCR.2.1,20,76.014
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCF.2.1,30,79.814
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCM.3.2,70,77.892
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCH.18.10,50,74.272
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCK.4.3,30,74.789
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCH.28.18,10,76.335
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCE.2.1,100,97.835
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCV.2.1,99,98.698
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PLCT.2.1,100,98.943
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCA.2.1,95,97.686
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCT.2.1,80,98.293
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,PUCK.2.1,90,98.657
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCi.4.3,90,97.38
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCU.3.2,50,97.468
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CLCE.2.1,90,99.088
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCH.10.5,50,80.218
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCW.8.7,90,85.151
115,Novice,Non-US,Non-US Novice,39,Yes,Other (please specify),0,40,0,CUCC.3.2,80,94.484
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCW.6.5,56,1.571
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCY.6.A,43,1.971
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCZ.3.2,32,2.1
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCX.4.b,26,1.096
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCC.8.7,28,1.104
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCF.8.7,23,1.132
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCO.6.c,70,1.376
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCG.6.a,34,1.386
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCi.8.d,12,1.595
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCA.1.1,11,1.051
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCA.6.5,45,1.053
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCZ.5.a,78,1.053
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCG.7.b,90,23.57
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCG.5.4,25,26.36
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCA.3.2,45,26.686
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCY.3.2,45,24.6
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCC.2.1,68,24.91
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCG.2.1,30,26.72
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCO.4.a,12,25.459
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCJ.3.2,37,26.127
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCJ.6.5,40,26.127
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCT.15.14,36,24.805
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCB.2.1,35,25.995
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCG.1.2,34,26.123
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCM.6.5,45,48.005
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCD.7.6,60,49.275
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCY.3.2,90,51.38
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCN.6.5,24,49.814
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCB.6.5,NA,NA
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCQ.2.1,23,50.677
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCW.9.8,67,50.46
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCI.5.8,25,50.797
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCF.6.5,10,50.928
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCH.2.1,67,49.272
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCO.2.1,23,49.533
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCJ.9.8,36,51.663
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCN.4.3,30,76.011
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCD.9.8,56,76.285
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCA.2.1,40,79.627
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCG.4.3,24,71.324
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCJ.3.2,30,71.902
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCI.13.2,2,78.272
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCR.2.1,50,76.014
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCF.2.1,45,79.814
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCM.3.2,34,77.892
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCH.18.10,89,74.272
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCK.4.3,12,74.789
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCH.28.18,15,76.335
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCE.2.1,67,97.835
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCV.2.1,88,98.698
116,Novice,US,US Novice,24,No,NA,0,0,0,PLCT.2.1,86,98.943
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCA.2.1,NA,NA
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCT.2.1,18,98.293
116,Novice,US,US Novice,24,No,NA,0,0,0,PUCK.2.1,57,98.657
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCi.4.3,36,97.38
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCU.3.2,67,97.468
116,Novice,US,US Novice,24,No,NA,0,0,0,CLCE.2.1,56,99.088
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCH.10.5,46,80.218
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCW.8.7,46,85.151
116,Novice,US,US Novice,24,No,NA,0,0,0,CUCC.3.2,36,94.484
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCW.6.5,80,1.571
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCY.6.A,60,1.971
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCZ.3.2,74,2.09999999999999
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCX.4.b,98,1.096
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCC.8.7,90,1.104
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCF.8.7,0,1.132
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCO.6.c,37,1.376
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCG.6.a,42,1.386
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCi.8.d,80,1.595
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCA.1.1,96,1.051
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCA.6.5,84,1.053
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCZ.5.a,56,1.053
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCG.7.b,65,23.57
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCG.5.4,90,26.36
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCA.3.2,85,26.686
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCY.3.2,8,24.6
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCC.2.1,74,24.91
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCG.2.1,33,26.72
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCO.4.a,15,25.459
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCJ.3.2,25,26.127
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCJ.6.5,75,26.127
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCT.15.14,90,24.805
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCB.2.1,78,25.995
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCG.1.2,50,26.123
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCM.6.5,42,48.005
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCD.7.6,67,49.275
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCY.3.2,60,51.38
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCN.6.5,80,49.814
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCB.6.5,70,50.613
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCQ.2.1,90,50.677
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCW.9.8,85,50.46
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCI.5.8,75,50.797
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCF.6.5,88,50.928
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCH.2.1,81,49.272
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCO.2.1,45,49.533
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCJ.9.8,65,51.663
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCN.4.3,85,76.011
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCD.9.8,30,76.285
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCA.2.1,25,79.627
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCG.4.3,67,71.324
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCJ.3.2,55,71.902
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCI.13.2,70,78.272
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCR.2.1,20,76.014
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCF.2.1,64,79.814
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCM.3.2,85,77.892
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCH.18.10,45,74.272
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCK.4.3,80,74.789
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCH.28.18,78,76.335
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCE.2.1,35,97.835
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCV.2.1,80,98.698
117,Novice,US,US Novice,22,No,NA,0,48,70,PLCT.2.1,58,98.943
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCA.2.1,90,97.686
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCT.2.1,78,98.293
117,Novice,US,US Novice,22,No,NA,0,48,70,PUCK.2.1,39,98.657
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCi.4.3,12,97.38
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCU.3.2,24,97.468
117,Novice,US,US Novice,22,No,NA,0,48,70,CLCE.2.1,96,99.088
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCH.10.5,70,80.218
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCW.8.7,75,85.151
117,Novice,US,US Novice,22,No,NA,0,48,70,CUCC.3.2,50,94.484
118,Novice,US,US Novice,33,Yes,Firearms examination,0,8,6,PLCW.6.5,89,1.571
118,Novice,US,US Novice,33,Yes,Firearms examination,0,8,6,PLCY.6.A,89,1.971
118,Novice,US,US Novice,33,Yes,Firearms examination,0,8,6,PLCZ.3.2,66,2.1
